,comment,Upgrade Policy,Upgrade Policy_explanation,Upgrade Policy_sentiment,Freq Flyer Program Value,Freq Flyer Program Value_explanation,Freq Flyer Program Value_sentiment,Extra Charges/Hidden Fees,Extra Charges/Hidden Fees_explanation,Extra Charges/Hidden Fees_sentiment
156,"Not Verified | What a terrible experience! The airline lost my luggage as they left it in Denver overnight. Once it arrived in DC they ""could not contact the delivery company"" to return the luggage. Most importantly have I have had to spent 30 hours without a medical device. This company is a joke. After spending $1300 in airfare they offered me $120 and told me to ""go to the emergency room"" for medical care.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
157,"Washington Dulles to San Francisco, and United Airlines Ground staff helpful with getting bags tagged and dropped off in crowded and cramped Dulles terminal on busy travel day. Friendly welcome by FA when getting on plane, and at least 2 food and beverage runs, plus additional water and coffee runs, done in a professional and often friendly manner. While there were several vegetarian options, wish there was a veggie breakfast wrap or bowl offered. Economy Plus seat had plenty of leg room, but I'm not a big fan of the vinyl/leather seats, which got to be uncomfortable on 5+ hour flight. Didn't pay the $7.99 for AVOD - wish it was free, but somewhere over the Rockies regretted my decision and wished I had to make the flight go faster (God forbid I should have to read a book for 5 hours). Bathroom in back of the plane was ok, but sink of one of them was out of order and covered by tape, and an insufficient number of handiwipe packets were strewn on the counter (would have been good to have them in a bowl and more of them). Departed a few minutes late, but arrived about 15 minutes early. Overall a good flight.",False,"""""",Neutral,False,"""""","Positive (towards the flight experience, not the Frequent Flyer Program)",False,"""""",Positive
158,Not Verified |  I was boarding my flight from Santa Ana to Denver. I have a connecting flight from there with a transit time of 2 hrs. I was carrying 1 carryon suitcase for 3 people and the people checking by tickets for boarding asked me to check in my carryon suitcase. I refused because I have medicines and valuable stuff. They said I won't be able to board my flight if I don't checkin my suitcase. Luckily some staff came to my help and asked me to carry my suitcase into the flight. Worst staff and I will never fly United airlines again.,False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (regarding United Airlines)
159,"✅ Trip Verified |  Philadelphia to Washington DC. Worst flight I’ve ever been a part of in years of traveling. We boarded at 7.30pm in Philadelphia and have been awaiting takeoff ever since. It’s currently 11.00pm. Not sure exactly on the wait but in the process we have refueled as well as de-ice for a second time. They did give us a sip of water. United sucks and everyone I knew flying delta and America tonight made it on time with no issues. I will never fly again. Thanks for the service, could have just planned to stay another night in Philly but no transparency.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
160,"✅ Trip Verified |  Boston to Chicago. Do not fly United! There are other airlines more committed to their customer service, value and accommodations with similar prices. Disappointment after disappointment. Long story short things change and I ended up needing to change the time of my flight. Their policy is a 200 dollar change fee which was just as much as the ticket. I even purchased the misleading insurance just in case this might happen and they ONLY cover it if the airline changes or cancels... useless. Other airlines including southwest and jet blue have change fees as low as 60 and some free! So apparently they have a better handle on how to accommodate their flyers. Then I get to the airport and your only allowed one personal shoulder bag or purse, no carry on. I had the tiniest purse and had to check my 15 pound carry on. I didn’t know Airlines don’t allow carry ons these days. (I purchased the basic ticket which was not that much cheaper than other airlines. Had I known this I would have paid more for the ticket with another airline and wouldn’t have to pay for a checked bag)I did not plan to check it and was supposed to change clothes for my destination to fit my busy schedule so was unable to do so. Much less value than other airlines with similar prices. No commitment to the customer experience, old unaccommodating policies and less value. I will absolutely not be flying United again since there is no reason to when I have multiple better choices.",False,"""""","Negative, as it expresses dissatisfaction with United's customer service, policies, and fees.",False,"""""",Negative,True,"United charges a $200 change fee, does not allow carry-ons with basic ticket, and charges for checked bags.",Negative
161,"✅ Trip Verified |  Regret flying with this company and won’t make that mistake again!! Rude from start to end, they try to find a way to charge you for a small purse I was able to fit inside my carryon bag but it’s ridiculous how they want you to pay for everything when you are entitled to carry a bag in plane! They are not clear with instructions when I’m telling them I couldn’t get ticket online because it said I wasn’t checking in any bags so I had to go to check in desk and get boarding ticket. There I tried telling them I wasn’t paying for baggage and they kept insisting that my bag had to be paid, I know it’s a small bag permitted and fit in your box “allowed carry on without charge “ but they kept wanting to charge me. Finally got the clear and was able to board plane but not a good experience having your employees treat you disrespectfully and taking advantage of customers by lying and trying to get away with overcharging.",False,"""""",Negative,False,"""""",Negative,True,"Complaint about being charged for a small purse, which should have been allowed as a carry-on without charge",Negative
162,"Not Verified |  I had 2 recent issues with United. First one was in April when I was heading taking domestic flights within the U.S. Airline staff did not inform the change of boarding time (the boarding time was delayed by about 1.5~2 hours - I went to the lounge - they changed the boarding time to earlier time) to the Star Alliance lounge so I missed the flight. They claimed that they do not have responsibility to announce to the Star Alliance Lounge because it is not operated directly by them. (by the way this is the only lounge accessible to Star Alliance Gold members who are taking their flights in that terminal). They eventually did refund me the missed flight portion but only after I asked for the manager to come resolve this issue and talking with the manager for about an hour. I had to call someone to drive 2 hours to pick me up at this airport. Second one is May, my Star Alliance Gold status was not shown on the boarding pass I received after checking in, so I could not use any privileges that are given to gold status member. I talked about this issue before taking the flight so my status could be updated, but the airline staff said they could not do anything because I already checked-in. How could I check that your airline messed up my boarding pass before I check-in and printout? (I even showed my reservation confirmation mail that I received from this airline that shows my SA Gold status). I asked 3 different staff, each one was telling me different stuff but one thing in common was that “I cannot do anything sorry. Try find someone to help you by calling the customer service)",False,"""""",Negative (regarding United's service),True,Poor handling of Star Alliance Gold member benefits in two instances.,Negative,False,"""""","Negative (regarding United airline experience, but not about extra charges or hidden fees)"
163,"✅ Trip Verified | Montreal to Paris CDG via Newark. Very nice trip with United Airlines. The seats are pretty normal compared to others companies, the real plus is the light environment in the main cabin. The only problem with United (as always, I did 20 trips with them) it is that the crew were not really smiling with the passengers.",False,"""""",Neutral,False,"""""",Neutral,False,"""""",Neutral
164,"✅ Trip Verified |  London to Washington Dulles. My experience onboard was very pleasant. Usually on an international flight you get the better crew, everyone was very friendly, polite, and genuinely happy. The airplane looked and felt old, the screen to watch movies was a little bit larger than my iPhone X however the entertainment options were very good. On this 7.5 hour flight I was served one hot meal, one hot snack, a small snack, and unlimited beverages. One flight attendant was extremely nice to me and even brought me two ice cream’s. I upgraded to economy plus for around $200 and the only thing you get is more leg room. The seat is the same as in the regular economy cabin and the service is the same. The Internet I thought was very expensive around $30 for the entire flight so I passed on that option however I would definitely fly United again. Good job United it looks like you’re trying to fix your reputation!",False,"""""",Positive,False,"""""",Positive (the review expresses satisfaction with the United flight experience),False,"""""",Positive
165,"Flew Denver to Detroit. Numbers don't go low enough to rate my review of my experience with United Airlines. My family was scheduled to depart at 11.10am - 5hrs later, two planes taken out of service. A flight crew that walked away from the flight (and passengers), rude gate staff, we are now being told if they can find a replacement flight crew we might have a departure at 6.30pm. If anything can be learned by this experience - don't fly United.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (regarding overall experience with United Airlines)
166,"I'm an American living in London. I travel often to the US to visit family. The last two times (the only times) I've used United Airlines over BA, I've regretted it. Both times, the plane was severely delayed. 1st time was delayed to the next morning and the second time 4.5 hours due to mechanical failure. Both flights were also overbooked and both flights had poor service with no smile. Never again.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
167,"Not Verified |  Again United failed. 1st flight canceled, rebooked stanby and that flight delayed and full, so had to cancel the trip. Rebook it all and try again. Taxi costs to and from the airport, paid cancellation fees to hotels and rental car companies, but United doesn't care. Never mind the lost time and all the people that also had to reschedule because we couldn't make it. United doesn't care. I understand there are problems from time to time, but at United there are problems ALL the time. Can't remember the last time it went smoothly and I regret the day I joined Mileage Plus, but United doesn't care.",False,"""""",Negative,True,Multiple flight cancellations and delays causing additional costs and inconvenience,Negative,False,"""""",Negative (for category: Customer Service of United Airlines)
168,"✅ Trip Verified | Flew Chicago to San Francisco. Literally the worst. Why do they offer cheaper flights if they go out of their way to punish you. They make strenuous concerted efforts to make your life difficult. There were 12 window and aisle seats available and I asked for one. ""No. With your kind of ticket you get what you get."" Made us low life ""discount"" ticket purchasers wait while 30 people on stand by got called up individually, got their ticket, and boarded in front of us with their aisle and window seats. Absolutely pointless. They really go out of their way. If they want to exhibit vein-popping fury when you got a meager $20 discount for the basic economy ticket that was $500 then they should stop offering such services and just let themselves get beat out by better options.",True,"Complains about poor treatment for having a basic economy ticket, expresses dissatisfaction with the upgrade policy",Negative,False,"Review is about poor treatment for discount ticket purchasers, not the value of the frequent flyer program",Negative,True,"Airline charged extra for seat selection and prioritized standby passengers over those with ""discount"" tickets",Negative
169,"✅ Trip Verified |  I am a mileage plus member and had a family crisis forcing me to travel during a pandemic. Because it states that as long as you are a mileage plus member you can bring a bag regardless of your ticket type. I booked economy to save the money. Not only did the force me to pay for the bag because my husband booked it under his mileage plus account, but then forced me to check my bag. The flight was maybe 20% full. I begged to not check and was told “there is plenty of overhead room on the plane, but I had the wrong ticket”. Again I had my plus card with me. According to United disclaimer this is all I needed to carry on a bag. I have been a frequent flyer for years. United does not care, they let me pay them additional money and forced me to stop and pick up a bag.  Heartless. I paid even more money to upgrade so I wouldn’t have to do this on the way home. Never again",True,"Despite being a mileage plus member, had to pay for a bag and was forced to check it in, even when the flight was not full.",Negative,True,Mileage plus member forced to pay for bag despite being told they could bring a bag for free; also had to upgrade ticket to not check bag on return flight,Negative,True,Charged for carry-on bag despite being a mileage plus member and having the required membership card,Negative
170,"✅ Verified Review |  Charleston to Denver. This would have been my first time flying United Airlines and it will never happen again. Hurricane Matthew is supposed to be hitting the charleston area on Friday night. My flight scheduled of course for first thing saturday morning. The entire city of Charleston is being evacuated. Highways are being reversed in the direction out of Charleston on Wednesday at 3pm. We are forced to leave and as a result, will not be in Charleston to catch this flight. As if being displaced wasnt bad enough, United's ""policy"" will not allow me to change my departure city without paying the fare difference. Flying out of the same city early isn't an option because were being evacuated. Flying after the storm means I miss my sisters wedding. Changing cities is now on me as if im not doing everything i can to make this flight. Unreal. No other airline has ever been this insensitive or unaccomodating.",False,"Review is about change policy due to hurricane evacuation, not about upgrade policy",Negative,False,"""""",Negative,True,United Airlines charged for changing departure city due to hurricane evacuation,Negative
171,"✅ Trip Verified |  Pasco flight delayed over an hour waiting on Contract maintenance to reset a breaker. Missed connection by 12 hours after scheduled arrival time. United still has not gotten bag back to me 2 days later. I used all online forms, texts and attempted to call: “bag is out for delivery” is the response to a Track. Used to be a loyal United customer. Will never fly United again. Evidently, they have systemic issues & problems with lack of maintenance, lack of United maintenance and horrible customer service. Let’s try a human please?",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
172,"Not Verified |  United is off my list for next trip. I like to be comfortable and being served well as I pay for. Food and even snacks are unacceptable, seriously horrendous. Bad menu choices. Staff do not serve first nor Business correctly. They never ask for my jacket to be hanged on a hanger. They serve in plastic cups in 1st class?. Every time, in every United flight (just got back yesterday from Mexico City through Houston to Cleveland, OH) the staff converse with each other very loud. After Covid (who said it is over?) there is no need to wear a mask, yet so many people were coughing and sneezing constantly, as if someone was very sick. Isn't a duty of the stewards to say something such as: ""Could you please cover your mouth when you sneeze or cough?"". Very mediocre service. It is a shame how disquieting is to pay first class to get such poor service.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
173,✅ Trip Verified |  LaGuardia to Los Angeles via Houston. They will sell you flights with connections that you won’t make in time. Be real careful when booking with these people. They will make you wait until next day if you miss a flight and won’t offer you even a glass of water. The worst airline experience.,False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (regarding overall airline experience)
174,"Not Verified |  Cancun to Sioux Falls via Denver. Never buy a ticket through United! They caused my family to lose our boarding passes on their apps because they thought we were going to miss our flight from Denver to Sioux Falls. Also, I should add the reason we were late to the flight is that a United plane was stuck in our gate for docking. No matter what we did we could not get them back and we missed our flight. We are currently stuck in Denver airport until we get a new flight rescheduled. Thanks, United.",False,"""""",Negative,False,"""""",Negative,False,"""""","Negative (regarding service and experience, but not about extra charges or hidden fees)"
175,"✅ Verified Review |  San Francisco to Santa Rosa. The flight got delayed due to awaiting aircraft. Fine. After hours of waiting, we finally get onto the flight, sat for another hour on the plane and were told the flight got cancelled. Got back to the airport customer service and it is 9:00 PM (another hour wasted in the waiting line for so called ""compensation"") and asking for the next flight to get to Santa Rosa, got the boarding pass then got told you have to get your own hotel room. Now I am still in San Francisco, paying out of my own pocket for a hotel room simply because and I quote ""United policy says if (the delay or cancellation) it is due to weather, there is nothing we can do"" Even though, there is no rain no fog or whatever in San Francisco area at all, and Santa Rosa is right next to it! Come on UA you can do way better than this! When you cancel the flight you should think about consequences instead of throwing your customer out of the flight like trash.",False,"""""","Negative, regarding flight cancellation and compensation policy.",False,"Review is about flight cancellation and hotel compensation, not the value of the frequent flyer program",Negative,False,"""""",Negative (regarding flight cancellation and extra charges)
176,"✅ Trip Verified |  Windsor Locks to Bozeman via Chicago. Flight was supposed to leave at 7am. They had no plane at the gate because nobody could bring it to the gate. Once plane was loaded with passengers it taxied onto the runway. As it moved into the runway we heard high pitched squealing and thudding. After sitting there for quite a while pilot announced going back to terminal because the plane check he just did showed a problem. We sat on the plane in the heat until they told us it would be at least an hour. The staff never offered economy class passengers a drink but the business class passengers got all they wanted and snacks. Everyone sat on the plane on their phones trying to rebook because they only had one attendant helping people rebook. We searched flights and when we landed in Chicago was told by United personnel we couldn't take a flight going to Denver to connect to go to Bozeman (even though there was room for us) that would have gotten there hours earlier than 10pm. We had to change our car rental and hotel for Yellowstone. We asked to be able to go into the United Lounge but was told no unless we paid $59 per person. Instead United airlines is giving us a ""restaurant"" voucher good for McDonalds. We do a lot of flying and decided to try United again. Will never ever in our lifetime fly them again because their customer service and plane maintenance is awful. Their WiFi on the plane did not work once we were up in the air.",False,"""""",Negative (regarding overall experience with United Airlines),False,"Review is about flight delay, customer service, and compensation, not the value of the frequent flyer program.",Negative,False,"""""",Negative (regarding overall experience with United Airlines)
177,"Not Verified |  I booked a flight with United Airlines back in 2020 for a trip to Mexico that got cancelled due to COVID and was told only half the ticket would be charged instead the full amount was. Trying to reuse the ETC that I was given instead of my original tendered payment should have been the first sign. However, I was forced to pay the difference between the underfunded amount the new ticket cost. Fast forward to September 30 I logged on to check my flight time only to find an issue with my tickets - a big issue, like they have canceled my wife and I's ticket. To make matters worse, they never called and I was forced to fly with another airline but the cost was sufficiently higher and United Airlines refused to cover the difference even though it was there fault. They quit providing customer service because altogether they owe me Over $800 that I will never see. My advice is to fellow air travelers is to fly with another, especially after the poor customer service that was received.",False,"""""",Negative,False,"""""","Negative, as the review discusses a negative experience with United Airlines, but it's not related to the Freq Flyer Program Value category.",False,"""""","Negative, as the review discusses poor customer service, overcharging, and cancellation of tickets with United Airlines."
178,"✅ Trip Verified | Honolulu to Los Angeles. My 1st time flying United Airlines and one thing is sure, I will never take United airlines ever! Took the 9:40pm flight on Nov 2, 2022, thinking that I'll be able to take a good rest during the 5-hour flight from HNL to LAX. I was all wrong. All throughout the flight, the attendants gathered in the galley and talked and gossiped and laughed loudly. The attendants never had the sensitivity to all those passengers seated next to the galley, the flight being an overnight flight, talking loudly and laughing endlessly. At one point I made eye contact with an attendant who was an active participant, to signal discreetly that that the noise was annoying. She looked at me and kept quiet for a sec and resumed talking, gossiping and laughing again shortly. What was unbelievable was when the Captain announced that we were landing shortly and followed by another announcement asking the attendants to take their seat, 2 attendants continued gossiping across the aisles loud enough for both these 2 attendants could hear each other. They ensured they did! Unbelievable. I reported this on my way out when I chanced upon the Captain by the door. The Captain responded, ""I will let them know"". I hope the Captain really addressed my complaint. Awful experience I've had on this flight. United Airlines NOT RECOMMENDED!",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
179,"✅ Trip Verified | Washington to Panama. Most horrible airline i’ve ever flown with. 20 minutes of storm means 12 hours of delay. They kept postponing the boarding time so you keep counting the hours down but then they keep adding them up. The resources or explanations are not given to any of the passengers, so we just get told to ‘sit down and relax’ like sitting ducks. While we are all here missing our next transit flights, but they couldnt care less.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
180,"✅ Verified Review |  United Airlines from Melbourne to Washington via Los Angeles. Apart from a genuinely appalling luncheon out of Melbourne, and rubbish food for sale on the domestic leg, I found everything efficient, punctual, and as comfortable as one can expect in Economy Plus - which is more economy than plus. But the extra leg room and earlier boarding and disembarkation is what I want, not frills. The Boeing 787 was new, in excellent condition, clean, seats quite comfortable for me, and a very good IFE product. Similarly with the Boeing 737-900 from LAX to IAD. Mature, pragmatic FAs: you know they know what to do, but charm is not always in it. Inflight wifi was not exactly cheap and tended to drop out over Samoa, but who doesn't? Otherwise very reliable. I've been flying UA for 30 years now, and have a lot of miles with them under my belt, and I have almost always found the airline functional, clean, and reliable,",False,"""""",Neutral,False,"""""",Neutral,False,"""""",Neutral
181,"✅ Verified Review |  Flew Houston - Boston and return last week with United Airlines. Both flight were on time, both flights had great service and friendly helpful staff. Is there room for improvement? Of course there is, but this time I'm not complaining. B737 and return A319 were clean and crew were excellent. I came in late on Icelandair on my way back and had to run from E to B in BOS and the staff member at the United desk did save my day by issuing my boarding pass and guided me to security so I made my flight back to Houston.",False,"""""","Positive (towards flight experience, service, and staff)",False,"""""",Positive (but not related to Freq Flyer Program Value),False,"""""",Positive
182,"✅ Trip Verified | United used to be a great airline, they have since fallen from this. I have flown United for 10+ years and never have I ever had service this bad. My first flight was from Eugene Or to San Fran. It was going to leave around 6, after some complications to the plane we waited for about 8 hours before they canceled our flight. Before the cancelation they repeatedly told us they had a plane coming from Portland to do the flight for us. I thought that was great and knew United would take care of us. After another 3 hours of waiting I heard a few of the crew members behind the desk saying the pilot didn’t want to make the flight and then announced it was canceled. After a headache rebooking my tickets I finally got to SLC. Flying home didn’t start out great either after checking my first bag I went through security with my carry on back pack and carry on, no problem I had flown with United with these exact 2 bags for years no problem. Then boarding came and the lady approving tickets was screaming at me saying that I couldn’t board with my carry on, I assured her that it fit in the requirements of a carry on and offered to re-measure the carry on she insulted me said I couldn’t not board until I paid for a second checked bag all while 3-5 passengers boarded with significantly larger carry-ons boarded and had their luggage stored in the bins with room to spare. I had to pay an extra fee to board. Will never fly with them again.",False,"""""","Negative, related to overall service experience with United Airlines but not the upgrade policy specifically.",False,"""""",Negative,True,Had to pay an extra fee for carry-on bag despite fitting requirements,Negative
183,"✅ Verified Review |  This is a critique of a United Airlines Business Class trip Toronto to Hawaii return. The inflight entertainment was inoperable in all of the segments which is indicative of how much United it letting it's equipment fall apart. The business class seats to sit in are comfy, but the recline pitch is so insignificant that we were unable to catch any sleep on what was a very long trip. Being 6ft 2 inches my leg room was primarily found under the seat in front of me. When my seat mate needed to go to the washroom, the dynamic was equaled to the struggles of the same issue in economy. We got only one meal outbound and inbound and the rest of the time is was saly snacks with only one attempt at beverage services. It reminded me of what the economy class used to be. Paying big money for this service is unethical. So now it's time to take my business elsewhere. Travelers be warned!!",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
184,"✅ Trip Verified |  Horrible from start to finish! I will never fly United again.  They refused to help us at the ticket counter. Made us use the self serve machine despite needing assistance. Rude agents and ticket counter assistances. Switched our prepaid seats, which we paid extra for to ensure my husband and I sat together, moving us into different rows and seats. When asked why the response was; families traveling together needed to sit together. You are not allowed to bring a carryon onto the plane when you buy and economy ticket. You are charged extra, despite the website saying you can bring a carryon while traveling to and from Mexico.",False,"""""",Negative,False,"""""",Negative,True,"Charged extra for carry-on and seats, despite website indicating otherwise",Negative
185,"✅ Trip Verified | No appreciation for long time customer. Exit row empty yet wanted me to pay $78 to move despite allowing a minimum 400 pound person to buy a single middle seat. All they could say is that they are not allowed to make people comfortable unless we charge them, we have no authority. Pretty sad that employees can not access a situation and use an easy solution to make people happy. I fly over 100 flights a year. None will be with United again.",True,"Long-time customer denied seating upgrade, required to pay $78 despite empty exit row",Negative,True,"Long-time customer charged for exit row upgrade despite empty seats, dissatisfaction with lack of flexibility for frequent flyers",Negative,True,Complaint about being asked to pay $78 for an exit row seat despite a larger person buying a single middle seat,Negative
186,"✅ Trip Verified |  This whole trip was a nightmare from start to finish. When I got to BWI for UA730 leaving 6:10am for SFO on March 5th, the usually deserted United desk was a teeming mass of panicked passengers. When I looked for the self-serve boarding pass kiosks (I only had carry-on), I was dismayed to find that they were all gone. After the experience of a colleague with making a confirmation and then missing the flight due to car trouble, I make a point of only confirming at the terminal. Nonetheless, I tried the link on the text from United and it directed me to download the United app. I then had to wrack my brain to remember my United password, but was able to provide it. Once it downloaded and I confirmed, after some effort I was able to find the tiny ""boarding pass"" link. My phone was only 10% charged and I then had a race against time to reach the gate before I lost my digital boarding pass. I did make the flight, but barely. Too bad United didn't tell us in advance that they were making these changes. On my return flight the crew just stood there smiling while all the overhead bins filled up and the passengers, including me, were standing around helpless. They finally informed us that we would be allowed to put our rolling luggage in the first class bins. At my DIA connection the crew were again all smiles. Only after I was in the terminal did I realize that my hour layover was suddenly much shorter. The crew had failed to mention that the plane was thirty minutes late and maybe people with connecting flights should run? I further didn't realize at first because it seems that United has eliminated the arrival boards at DIA . I staggered to the gate as quickly as I could, only to arrive one minute too late (by the clock) and the gate attendant stonily informed me I could not board. My dismay was dispelled when a uniformed stewardess stopped next to me and she told him that she also needed to be on the plane (I think she said she had been on the same flight from SFO) and that she was ""dead-headed"", which apparently meant that although she wasn't scheduled to be crew on the missed flight, she would end up missing another flight where she was needed. The gate attendant told both of us he would see what he could do and called up his superior. He then told the stewardess that she could board but that I was still out of luck. I then asked for help rebooking. He informed us there was another flight to Baltimore but that it was too late to make the gate, so we would best go to the customer service desk in the other terminal. About maybe one hundred yards along (seven gates) I was shocked to see ""Baltimore"" on the gate! I rushed to it, but the gate was literally closed in my face and was again told I was too late. Apparently this was the flight the other gate attendant was referring to was this one! We could easily have made it if we had known! The flight was marked as being 10-15 minutes late so perhaps he was not aware of this? Nonetheless, it would have been easy to just call ahead and check or to tell us to run and hope. I ended up having to take a flight back to California to LAX and from there a red-eye to finally arrive at BWI. At least this part of the journey went without a hitch. I will never fly United again.",True,"Review mentions issues with confirming flight and boarding pass at BWI for UA730 to SFO, app download problems, lack of overhead bin space, and missed connection due to late flight.",Negative,True,"Review describes issues with confirming and obtaining boarding pass for a United flight, leading to missing the flight",Negative,True,"Review describes issues with confirming and obtaining boarding pass for a United flight, leading to missing the flight",Negative
187,Not Verified |  Airline is run like an incompetent circus. Pilots always late. Planes smell and dirty. Flights are lucky to not be cancelled. Everything is delayed. Amenities are non existent and seats are made for children. Even small adults have a problem fitting. This airline deserves to be allowed to go bankrupt the next time and should not receive any more bailouts. This is what happens when your crony corporation is in bed with the politicians and you no longer have to provide a real service because they just give you free taxpayer money for being terrible at your job.,False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
188,"Not Verified |  The aircraft was the best to fly but customer service was the worst. I have never come across such ungroomed and rude workers on an airplane ever. Even the crew members on the domestic flights in India where I travelled were much much better than these crew members on an international flight. When you ask for a coffee one said ""I don’t have it with me"" when I mentioned that the salad is frozen and very cold, the guy said ""then don’t eat it""! Such rude people. I was not flying for free! I had paid full charges for the flight and did not deserve such poor customer service. Very disappointed. The third world countries have better services there. Learn something from them now. And please keep yourself fresh and groomed!",False,"""""",Negative,False,"""""",Negative (for customer service),False,"""""",Negative (for category: Customer Service)
189,"✅ Verified Review | United's Basic Economy fare gives employees a mandate to treat customers with contempt and provide sub zero service. Unfortunately, United fare's from San Jose to Washington via Chicago was the cheapest. I work for the City of San Jose and have to book the lowest fare. I figured the fare was the lowest because of United's recent issues and as a result I would get at least okay service. This has not been the case. I've now learned that United has now created a new class called Basic Economy, which apparently does not work with self check-in. I did not realize that this fare meant, not only would I have to check my bag but would have to pay $25 or $50 if I took it to the gate. My seats get assigned at the gate by rude agents. As required by this fare I was the last to board and saw many open seats. I got all the way to the last window seat I was told with a huff that taking one of the many open seats farther forward would be a $119 upgrade.",True,"Complaint about poor service and additional charges for United's Basic Economy fare, including issues with seat assignments and boarding.",Negative,False,"""""","Negative (for Basic Economy experience, but that's not the category)",True,United's Basic Economy fare has extra charges/hidden fees,Negative
190,"Not Verified |  This airline is the worst airline I have ever flown with. I took off work to go to Chicago to celebrate a religious holiday with my family and was met with a bunch of problems. First, my flight at 5:40 was canceled just hours before it was supposed to take off. I decided to go at 3 to wait on standby for the next flight to Chicago at 4:45, which is what was recommended on the phone by United Customer Service. I was 6th in line. The 4:45 one left and I was unable to get in. I waited for one at 7:30 but was also unable to get in. However, by that time, they told me that I am 2nd in line and had to wait 4 more hours for the next flight. I found out about an hour before the next flight at 11 that I was kicked off the waiting list for no reason. I tried to find anyone from United to speak to about this but there was absolutely no one there to help. One of the later flights at 11:30 kept getting delayed till about 1 in the morning, and as for the other flight, I was informed that I was, once again, the 6th in line. I spent 9 hours in the airport yesterday and I am sure United does not care about me or a lot of their other customers in my same situation. This is an unreliable and unprofessional airline who do not care for its customers.",False,"""""","Negative (for general United Airlines experience, but not the Upgrade Policy specifically)",False,"""""",Negative,False,"""""","Negative (applies to overall experience, not the category)"
191,✅ Trip Verified |  United has become absolutely horrible. From entering the airport to getting on the plane is a disaster. No one has any responsibility to the clients in any way. It seems as if they have designed the long lines and confusion to make your trip as uncomfortable as possible. No one knows why you must wait in one line after another checking and re-checking and triple checking your identity. Your address. Your destination. Your ticket boarding pass. Your height and weight. Your Covid test results. Getting to the airport now requires a minimum of 4 hours prior to your flight in addition to the extreme likelihood of a delayed flight or change of plan. In short-United Sucks. If you have a choice. Choose another airline.,False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
192,"✅ Trip Verified |  United Airlines has become an inefficient, uncaring airline with bad service. Bad flight beginning to end, an pleasant start to a dream trip to Hawaii: flight was delayed because pilots arrived late, and then we waited another hour in the plane while they waited for paperwork to come. They allowed numerous passengers to bring 2 and 3 pieces of full size carry-on luggage, like suitcases and large duffel bags! Many passengers who followed the rules and only brought the 1 allowable piece of luggage ended up not having space in the overhead storage! When I mentioned something to the steward about that, she told me to just worry about myself. Really? Flight attendants never checked bathrooms, never replaced paper towels to dry hands or emptied the overflowing trash bins - halfway through the flight there were no hand towels, there were trash piles on the bathroom floor and trash actually in the aisle on front of the bathroom and the bathrooms were gross! Flight attendants could care less. To top it all off, we had to wait 45 minutes for our luggage at baggage claim. Crappy, uncaring service - come on United Airlines, do better.",False,"Review focuses on inefficient service, lack of care, and delayed flight, not about upgrade policy",Negative,False,"""""",Negative,False,"""""",Negative
193,"Not Verified | Airplane was late supposedly because it was still being cleaned. However, upon boarding it still had food stains on the seats. The flight attendants also told us they’d run out of pillows, I guess because we were flying economy. Who flies a 7 hr international flight without a pillow? Do they know how uncomfortable these flights get? Last time I fly this.",False,"""""","Negative (regarding flight experience, but not relevant to Upgrade Policy)",False,"""""",Negative,False,"""""",Negative (regarding flight experience)
194,"✅ Trip Verified | Denver to Norfolk. Terrible. Flight delays due to mechanical issues and pushed the flight 2 hours behind. They did not apologize or try and book you on another flight. They don’t care, because they must do this frequently.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (regarding flight delays)
195,"✅ Trip Verified |  The worse experience I've had with an airline. I have a flight set to leave at 10:25am. We arrive 5 min late to gate closure. Fine. It's my fault not my fault. Airport was crazy. I speak with United Airline rep and they set me up with standby for 12:15 flight I believe. My 2 boys and I, the day after my mom's funeral wait 2 hrs at new gate for possible standby. The rep calls for loading. No one comes for seats 1 or 2. Great we have a chance. I go to counter after rep calls all seats. Guess what? The prior rep didn't remove my first flight and set me up for standby so I missed that flight which had extra seats. Everyone in the airport had horrible attitudes and we were stuck.",False,"Review is about missing a flight due to a miscommunication about standby and upgrade policy, etc.",Negative,False,"""""",Negative,False,"""""",Negative (regarding overall experience with the airline)
